,Prediction
21861,4352548.15751145
21862,4518987.8564166585
21863,4378376.849767441
21864,4641430.991365617
21865,4559450.202439159
21866,4725384.105092665
21867,4639837.098545435
21868,3628548.279116357
21869,3247011.019210823
21870,4059243.564614082
21871,4222119.211268647
21872,4292068.818622625
21873,5544459.595406329
21874,4815147.000523997
21875,3611712.523994075
21876,3860288.77888996
21877,3133148.4548974596
21878,3974874.674633084
21879,3624640.814132321
21880,4310683.202894037
21881,3051582.315451399
21882,3897266.233697269
21883,3546478.325529832
21884,3543553.5478336536
21885,4364305.631916831
21886,3301722.0405619456
21887,3905452.9418945825
21888,3284962.875593956
21889,3828722.744095249
21890,5056415.461817685
21891,4564241.769326637
21892,5089356.610175003
21893,3980977.0208850503
21894,4270008.4485974265
21895,4685891.771024683
21896,3168002.0507193143
21897,4352483.201658051
21898,4662423.03146
21899,5131786.322058926
21900,4511278.530842965
21901,5107775.868509132
21902,5086240.705149242
21903,3897355.1732759434
21904,3731776.895599518
21905,4498113.756018744
21906,5865883.41303837
21907,3959881.0887645246
21908,4030347.285750174
21909,4521894.127031397
21910,3542019.048962445
21911,3575175.257816395
21912,3227834.236795309
21913,4560036.066253336
21914,3950596.065533081
21915,4600518.211695956
21916,5103491.946410657
21917,5196274.92243969
21918,4957656.000972696
21919,4256377.005256515
21920,4961077.681158121
21921,3979225.8505061497
21922,5028639.483947531
21923,3110669.3776582647
21924,3246723.353303035
21925,3883046.2572047827
21926,5558034.369889222
21927,4017234.787119071
21928,4548022.128098041
21929,4689175.875631306
21930,3766500.7922994
21931,3893585.2807087633
21932,4224281.397665013
21933,5467876.740955099
21934,4092429.3809499103
21935,3897848.1588977342
21936,4682889.549055563
21937,4154186.4797340655
21938,4225480.285770529
21939,3894476.0741111836
21940,3198103.27818375
21941,5425684.307474483
21942,3533420.958715196
21943,3793896.6731292717
21944,3957045.747151536
21945,4530927.793618185
21946,4368070.999249731
21947,4505139.517336151
21948,4794962.696544141
21949,3959585.2142012496
21950,4219576.119226795
21951,4221360.816253141
21952,4258894.119667309
21953,5605701.116457129
21954,3520696.8237369093
21955,5953046.81312779
21956,4937856.480687501
21957,5891654.8483353015
21958,5155952.677778675
21959,4509885.049789515
21960,5117744.438054255
21961,5316639.842794951
21962,4370222.4360105265
21963,4667318.854208219
21964,5344643.94994344
21965,3562923.926703805
21966,3222493.7688609743
21967,3839927.839932927
21968,4069865.713130894
21969,4711866.660655877
21970,4685238.923360247
21971,4649453.903565434
21972,4029247.4676301284
21973,4165876.299019575
21974,4632764.245404145
21975,4072523.513255992
21976,3466195.440143925
21977,3472414.7976008304
21978,4589789.321991428
21979,5519447.525719426
21980,3625166.3463926036
21981,4858734.61828438
21982,3685426.222243531
21983,3974462.1052044705
21984,4006447.676363019
21985,5516908.667799359
21986,5077433.509700351
21987,4730710.409467632
21988,4269399.733236987
21989,4991824.186874928
21990,3968873.1839168696
21991,4232354.709501443
21992,4149177.4577525337
21993,3717505.4331210507
21994,4618515.0107806595
21995,4666867.801289415
21996,5819164.330384053
21997,4000378.484283837
21998,4883087.033173056
21999,4681435.071741293
22000,3938729.6142335683
22001,4202954.324350934
22002,4447543.071864283
22003,4700648.084508598
22004,4267081.818792417
22005,4677023.76773237
22006,4190753.1378769707
22007,3811632.3695835704
22008,3627907.0768230855
22009,3975578.5300035453
22010,4163537.8189960252
22011,3997437.976679376
22012,3726819.0048330906
22013,4147320.439829911
22014,4292280.121044454
22015,4574208.664647357
22016,5799190.785154961
22017,3884248.4676428996
22018,4426125.670222222
22019,4221162.660065031
22020,3848862.0273454534
22021,5535416.54920926
22022,4101314.5400943435
22023,4161597.5900255614
22024,4756889.930945729
22025,3469458.565683452
22026,4727924.990904612
22027,4419935.602419409
22028,4896696.7952183895
22029,5041810.18260817
22030,4693499.83727841
22031,4952253.082052742
22032,5144255.819936985
22033,3881625.0470499005
22034,3998711.724736809
22035,5229254.251902722
22036,3784616.443419338
22037,4613258.627062156
22038,5646515.429161309
22039,5444862.214817295
22040,5778327.177821203
22041,4664678.93446032
22042,5039054.956755806
22043,5054157.84619459
22044,3473375.129458982
22045,3973258.5884439587
22046,5077829.141388722
22047,3691192.383006481
22048,3850377.737705087
22049,5632761.766782511
22050,4169921.103779353
22051,3665851.185311293
22052,5146260.308323058
22053,4326796.565292392
22054,5100929.503769977
22055,4985203.584540334
22056,4218336.314030753
22057,3990671.2069169087
22058,4019791.1057760837
22059,3881339.0031374646
22060,4079851.203308733
22061,4645438.154482274
22062,3841122.5574832098
22063,4251048.241605953
22064,3985248.3486535526
22065,5009778.249447215
22066,4373248.175334238
22067,4241663.953893149
22068,4392705.823140967
22069,5032786.211094239
22070,3525146.0725257937
22071,3885262.6035859687
22072,5538260.638707928
22073,3273242.449035778
22074,3917595.4374771705
22075,3835942.1240444765
22076,4277847.270003734
22077,4781946.123152372
22078,4956433.468990841
22079,5224494.480499968
22080,4039160.518489759
22081,3896225.9753859793
22082,3939222.826162873
22083,5397188.843089613
22084,3881480.0663702725
22085,4649839.097850729
22086,3184826.484154053
22087,3722758.3176858914
22088,3562865.588228587
22089,4165874.977182865
22090,5137667.151155065
22091,4556334.308560803
22092,4597613.937208326
22093,4706008.448943017
22094,5017286.9860936375
22095,4641493.73123917
22096,4621029.677084165
22097,4142203.119865072
22098,4159567.7141277785
22099,5734773.725014293
22100,4727707.888104249
22101,4602435.500261163
22102,4355957.365905298
22103,3942071.6816988867
22104,5052697.877968546
22105,4579670.687429766
22106,3131881.2755110846
22107,4303030.995299309
22108,4407479.446722815
22109,3506024.755186877
22110,3057812.114612362
22111,4692020.548751714
22112,3255168.053675416
22113,5002859.926652986
22114,3563259.981282769
22115,3091136.5446383785
22116,3197151.1638255995
22117,4208411.622687136
22118,4911041.500493597
22119,3556585.9111000723
22120,3925121.3768255236
22121,4950848.943260739
22122,4537283.7460366115
22123,4207947.9822379835
22124,3533443.119670906
22125,4363903.545719409
22126,3546445.026210082
22127,3497103.6612445153
22128,3848520.122792171
22129,4225300.713742631
22130,5383418.212089291
22131,3595683.6757346625
22132,5627445.468018871
22133,5632392.984322511
22134,4586317.962509377
22135,4605135.175613435
22136,4099914.363327262
22137,5074982.697340583
22138,4613813.137837066
22139,4094751.5858781915
22140,3513880.1815330843
22141,4750424.293323554
22142,3686653.1911718436
22143,4642175.927182053
22144,3793214.3928965293
22145,5853185.632277884
22146,4681142.618490269
22147,3182643.8971194956
22148,3821296.2768839207
22149,3863069.3479740527
22150,4612796.185349739
22151,4686416.261296732
22152,3923349.0603082776
22153,4251196.238900416
22154,3996403.5714123487
22155,4459322.027158167
22156,4099305.276125039
22157,3862404.25525094
22158,4699990.939497784
22159,4207140.005866194
22160,4531391.557527148
22161,3920672.1649636235
22162,3878013.7049471103
22163,4986480.34754013
22164,4176040.8526336285
22165,4720111.676644234
22166,4044930.678737224
22167,5041421.60851666
22168,5067276.910907757
22169,3748981.227621663
22170,3327333.5155990063
22171,5706115.844883852
22172,3235679.092118934
22173,4557892.7034313
22174,4197427.81069551
22175,3508706.934420066
22176,4597068.009857032
22177,4692549.370637027
22178,5114477.281516313
22179,5009944.403749738
22180,3630094.76664807
22181,3648128.724757609
22182,3517075.8930550693
22183,4697966.06771649
22184,3740533.279695753
22185,3872024.4005740965
22186,4260561.9994685985
22187,4195266.227110193
22188,5250958.385509555
22189,4183996.674378269
22190,3236420.105851072
22191,4466418.697227893
22192,3958507.098450046
22193,4216701.511985178
22194,4796436.237862891
22195,4193575.394919159
22196,4667978.027295822
22197,4070156.135041891
22198,4459717.7578979945
22199,5027182.512010392
22200,5976337.933280196
22201,3891604.6213505515
22202,4626325.613540671
22203,4915666.421806143
22204,3643886.8533692667
22205,4192332.791363448
22206,4247506.866300874
22207,4834208.720104757
22208,3639372.895027703
22209,4693116.562047704
22210,3235059.136012931
22211,5502931.981423092
22212,4992860.953280726
22213,5867871.439124009
22214,4960975.86006853
22215,3872564.3092776295
22216,4199560.341183877
22217,4394494.735472334
22218,4523916.633177961
22219,4771901.920313008
22220,3878502.6115672695
22221,3612946.953307911
22222,4647737.65834759
22223,4014554.528243302
22224,4376223.470241906
22225,5094279.0524029415
22226,4441832.053569073
22227,4632179.814668085
22228,4546518.408350385
22229,5352521.433737748
22230,3517957.8777970364
22231,4961329.383499458
22232,4661434.900560321
22233,4616426.036554683
22234,4743397.09967705
22235,3905443.7104671733
22236,3979854.256069207
22237,4952654.563215183
22238,4351149.0827027755
22239,3941858.7277966486
22240,3882202.481591287
22241,3895916.169400576
22242,3864493.5281635923
22243,3666690.553610874
22244,4263703.94143675
22245,5248504.501914811
22246,4225875.348191913
22247,3855362.5745340865
22248,4044943.8471762924
22249,5149280.89781405
22250,4161588.573698086
22251,4958642.903011744
22252,5025564.334186334
22253,5809075.112583532
22254,4671667.740056877
22255,4518763.491144202
22256,3963525.8011950604
22257,4787854.935444538
22258,4278725.844806963
22259,4717615.473945366
22260,4671926.875188274
22261,4284366.583294419
22262,4054909.8445318583
22263,4398196.222904786
22264,5261757.585884301
22265,3928499.744603087
22266,4171466.15395594
22267,4995417.510519762
22268,4549039.933289663
22269,5005349.243076693
22270,4326806.65829571
22271,4578681.759996229
22272,5009314.923932583
22273,3626444.007194912
22274,5760497.982285193
22275,5366907.194434798
22276,4181687.126886851
22277,3843634.9565844857
22278,3188224.9000867475
22279,4412747.151462245
22280,5020401.66847413
22281,3863011.535851788
22282,5860167.033689411
22283,4991231.10794268
22284,3232656.9350426625
22285,3276979.1638836055
22286,3895023.6095677083
22287,3905820.0928661465
22288,4524385.71813215
22289,5811814.08358535
22290,3947474.839298522
22291,4299487.753524001
22292,3910825.949473359
22293,5285760.955118994
22294,4634105.183952378
22295,3929453.340238856
22296,5031965.779052641
22297,4168264.7675893707
22298,4291695.42880158
22299,3880503.093640709
22300,5004818.871110459
22301,3606721.822734191
22302,4592968.014757868
22303,5419039.125615429
22304,4923772.006752546
22305,3992456.2083967756
22306,5518157.439031065
22307,3572254.300599084
22308,4545651.670794521
22309,3987773.074625341
22310,3927950.7270543724
22311,4099920.013758215
22312,5374897.113170859
22313,4498884.879345914
22314,4405367.927321815
22315,3581421.4341870113
22316,4298542.803658262
22317,5156980.290042991
22318,3836360.119830884
22319,3234193.4965775637
22320,4950237.7545657195
22321,3606043.9256649967
22322,4229502.73657978
22323,4202535.2669179775
22324,4633270.384046104
22325,3987496.659144645
22326,5152048.649862009
22327,3569495.5685721566
22328,3887237.815230621
22329,4029569.2480752156
22330,4581011.811988268
22331,4266588.069612679
22332,5050899.798157132
22333,4743023.50616523
22334,4102226.778741202
22335,3644911.2857574495
22336,3200571.632157364
22337,5720969.535272926
22338,3642940.8724951157
22339,5043139.065552615
22340,5593057.266205374
22341,3861721.58193222
22342,3613707.7989372816
22343,3572581.836653333
22344,4191697.4833240462
22345,5849796.952383898
22346,5082355.671143812
22347,5387975.442542612
22348,3688836.3017727686
22349,3550972.940970315
22350,3434248.9386589755
22351,3585726.6783451494
22352,5331699.794872674
22353,4668948.669509261
22354,4077909.0192014836
22355,3595767.781327357
22356,3912629.4731939407
22357,3948539.494222333
22358,4372007.744264484
22359,4670655.701626557
22360,4790233.834937278
22361,4330215.45727789
22362,4194575.954214655
22363,3877335.601278946
22364,4674943.490893048
22365,3592382.8536697035
22366,4419990.622112616
22367,5055602.421339768
22368,5105427.505251404
22369,4341154.382706108
22370,3678792.5955874035
22371,5283810.525524866
22372,3898333.23822037
22373,4287162.835665127
22374,3901516.65479375
22375,4670217.169603137
22376,4253688.287262246
22377,3224200.7436950263
22378,4226403.769053878
22379,3884099.1251077633
22380,3298588.4952449584
22381,3218659.5126875397
22382,3979665.877449887
22383,4484199.476031577
22384,4162136.4599853423
22385,4591818.389424711
22386,5343968.641450788
22387,3181527.4842330934
22388,3464968.1317600654
22389,3625188.0689429473
22390,4025543.6529463525
22391,3963404.4566601845
22392,3973987.19038722
22393,3901526.863187816
22394,5882584.771073148
22395,3472592.9104278223
22396,4248406.707855216
22397,4618758.113122255
22398,3944318.864914205
22399,5008273.353833788
22400,4336667.56124323
22401,4996443.590700064
22402,3979856.6710608457
22403,3983820.3492067596
22404,3874213.0690168967
22405,3866318.3513588924
22406,3859287.2450317508
22407,3835910.5428077243
22408,3918338.29021168
22409,4243117.570264678
22410,4416098.517861624
22411,3571438.3284248295
22412,5887914.457506064
22413,5210096.71600729
22414,3590888.6529741017
22415,3584251.04952702
22416,3999262.485077434
22417,3915386.9324315093
22418,4032559.4927524123
22419,3609247.5571898147
22420,3812167.2760673286
22421,3863678.1817979375
22422,4230869.309267484
22423,3307053.5684301937
22424,4017030.1534449398
22425,5466771.315547891
22426,3201012.594620074
22427,5106115.100657572
22428,5383262.943595635
22429,3549335.732029726
22430,4568838.250139843
22431,3646897.512776079
22432,4305313.45315173
22433,4813981.467843509
22434,4624377.10634193
22435,4747715.47946739
22436,3827309.4564188123
22437,5025272.6428637095
22438,4335960.642655387
22439,4777453.206992644
22440,4335276.872308623
22441,4333925.94881379
22442,5312428.814637559
22443,5042918.067143946
22444,4345410.458878305
22445,4517688.406435333
22446,3911710.88234739
22447,4312407.758653049
22448,4683366.578590246
22449,4996387.638169064
22450,3221275.083983385
22451,4260510.0444036815
22452,4014636.8972184164
22453,4206983.199268546
22454,5091427.674622405
22455,4803244.0906482935
22456,3627053.3147597685
22457,5261466.916342826
22458,3868165.045595716
22459,5014862.24622632
22460,4791233.640111909
22461,4650713.433585059
22462,4789857.720559538
22463,5021009.363006178
22464,4045233.648503204
22465,3988118.706932159
22466,3505361.4279021164
22467,3849886.13649022
22468,4382028.190155224
22469,4640910.713585869
22470,3993996.517281978
22471,5372637.420596379
22472,5028427.830595002
22473,5683787.178321082
22474,4287054.885777403
22475,5156085.430439613
22476,4226132.528688832
22477,4928901.235432575
22478,4131222.1612523934
22479,4790393.907729263
22480,5306585.852484879
22481,3971959.0597589733
22482,5136845.367441245
22483,4283548.642132202
22484,4338697.294560833
22485,4245479.532615626
22486,3631649.67549005
22487,5316606.500516217
22488,4862411.966771404
22489,5653038.798915231
22490,5168454.159946448
22491,4211378.476531618
22492,5176044.756312276
22493,3594788.3848850694
22494,4324918.15613953
22495,3636900.5523093706
22496,5104489.118345797
22497,4272206.697512809
22498,4603933.4231074285
22499,3768190.044881178
22500,4252352.046345609
22501,5042856.419670125
22502,4557506.541676189
22503,4233447.844651118
22504,3403215.82971597
22505,5021389.49063774
22506,3651349.3639213243
22507,4486429.83879391
22508,4946704.464934608
22509,4554203.233976612
22510,3847289.66287087
22511,4253450.48538643
22512,4184912.135600697
22513,5914035.729801672
22514,4686804.309695281
22515,3988267.171330707
22516,4251547.013778071
22517,5033022.201326806
22518,4425550.124054932
22519,3879497.915222995
22520,4498206.986615547
22521,4197766.67034593
22522,3536245.08832895
22523,4612561.744759307
22524,4825690.425818534
22525,4191363.9515898162
22526,4314623.515884607
22527,4269549.619300992
22528,3641119.481408117
22529,3541269.9217170207
22530,3881316.881206716
22531,4682565.292798359
22532,5005349.243076693
22533,3917855.642232063
22534,3561884.9627700876
22535,3375278.841819814
22536,3245229.3841830976
22537,3959279.205114195
22538,3224869.8619952956
22539,3990038.3091386096
22540,3932502.9897343614
22541,5106204.933367049
22542,3883891.483481868
22543,4355932.6410398455
22544,4644325.398146657
22545,5397706.366254097
22546,4205302.399151059
22547,5248471.16492246
22548,3104328.895158507
22549,5184108.7046758495
22550,3930018.7088504243
22551,3984294.010186148
22552,3613791.1673703156
22553,3579218.0514807836
22554,3503009.306494289
22555,4316246.114745491
22556,3895481.3638382507
22557,3901448.0286991205
22558,3555053.2735563745
22559,4217574.993910227
22560,4722541.912664562
22561,5348049.660342449
22562,4605107.386253195
22563,3525000.650078319
22564,4163586.144486648
22565,3848773.9246848095
22566,5276730.309264738
22567,4705068.039507828
22568,3908599.962977565
22569,4221188.557976696
22570,4927080.182551461
22571,5593636.399165951
22572,4994334.705059284
22573,4303744.150813901
22574,4290881.477521543
22575,3341641.646890053
22576,4542009.60113798
22577,4901452.675323293
22578,4184413.8644228475
22579,3668793.8944511986
22580,4263497.099984482
22581,4576176.311919887
22582,4681232.686424237
22583,4519648.854713375
22584,3496723.7636741456
22585,4484555.432076623
22586,3624678.5777308093
22587,4351310.893765244
22588,4634638.445778868
22589,4569269.494997641
22590,4253268.841297842
22591,4161544.14944502
22592,3535089.2458733637
22593,4182255.2529998017
22594,5070907.7321369015
22595,3957643.4606096605
22596,4138448.840779252
22597,4367088.929012617
22598,4535599.656466513
22599,5084853.403779879
22600,4194329.424271356
22601,5049254.42996874
22602,4631301.475539681
22603,4715668.242162297
22604,4581554.631381871
22605,5113625.126218168
22606,5054742.540339936
22607,4573275.697486039
22608,5272241.10504186
22609,4544947.327241883
22610,4509490.394858748
22611,3889946.8629065165
22612,3620241.9734146083
22613,3887278.067492156
22614,4653572.779464681
22615,5069878.084040055
22616,3180308.916055385
22617,4338756.34482063
22618,4629681.89067408
22619,3987230.7715017353
22620,3181215.707908864
22621,3789650.047087935
22622,3925431.910895275
22623,4961125.854704801
22624,4650896.496866919
22625,3536613.8939413833
22626,3604279.7288425765
22627,5210576.169248156
22628,5379753.407452865
22629,3627835.883150479
22630,4770657.227536267
22631,3489322.3194884467
22632,4715344.788990367
22633,4960675.804891133
22634,3240934.483153045
22635,3454104.86204229
22636,3820938.066440245
22637,5465169.187335853
22638,4633130.937942028
22639,5106565.254519277
22640,3488402.342571863
22641,5669238.938109453
22642,3976969.5088326726
22643,3906413.6017138967
22644,4279845.8059185995
22645,3564892.5470255762
22646,3608350.5980652585
22647,4285451.75339859
22648,5405442.741525207
22649,4674618.188568987
22650,4989444.547292441
22651,4988754.7544807
22652,3995287.5161271906
22653,4223047.323558523
22654,5959227.9845945835
22655,5079001.566951015
22656,5258789.93833083
22657,4509239.484182307
22658,4382136.657185878
22659,3915065.1156327715
22660,4529620.067194466
22661,4569188.515474442
22662,3921622.482279345
22663,5518197.369700154
22664,4376784.951120053
22665,4070595.778986052
22666,4576415.146191201
22667,3951277.6857022606
22668,4654528.417105473
22669,4102451.5115186702
22670,4007951.8954128
22671,3201290.601792386
22672,4980086.747255234
22673,5767274.572580479
22674,3923238.6157782427
22675,4254986.255549615
22676,5062137.515911697
22677,4897221.541464944
22678,4315256.716210916
22679,4594507.635923503
22680,5712536.5369512485
22681,3181263.0110641425
22682,3974454.540093663
22683,4930672.651995989
22684,4448001.984022464
22685,5844664.4483921975
22686,3566526.781012163
22687,4742055.7582736
22688,4194589.402833499
22689,4643260.476342166
22690,3908006.3361382573
22691,5008331.597078644
22692,4724829.867828572
22693,5562666.662579805
22694,4652959.566303879
22695,5276607.525667015
22696,5770837.455497027
22697,5098705.412751321
22698,3556439.239362239
22699,4443337.227630748
22700,4972043.62277065
22701,5315117.04451705
22702,4500822.862581046
22703,3277187.627437388
22704,4420303.20533804
22705,4257571.57169565
22706,4586914.067460725
22707,3833860.505427793
22708,4945598.3352987515
22709,4632794.057419973
22710,3484863.967610048
22711,4217431.344523762
22712,3895354.1129934574
22713,3558823.634575965
22714,4730400.25098263
22715,3969843.815184798
22716,4157453.1680689133
22717,4029149.083403968
22718,3622399.401906131
22719,4770414.040330679
22720,3619529.4548049867
22721,4209155.838929084
22722,4256950.083895171
22723,4392570.87123503
22724,3862153.228308114
22725,4273278.844604658
22726,4167865.125148956
22727,3964845.9005124765
22728,4188722.833657065
22729,3841772.048625055
22730,4965238.911841882
22731,4683803.550586011
22732,4216006.7574818125
22733,5760055.782466324
22734,4666521.906681904
22735,4597014.550137446
22736,4161147.645263893
22737,3875571.1568753133
22738,3584289.7448129067
22739,3987298.7249882887
22740,4339052.252185526
22741,4616988.302677328
22742,3884886.937811345
22743,5040365.671958667
22744,4518769.397574057
22745,4861551.501576372
22746,5011887.0714497315
22747,4208409.909168586
22748,4181593.895806
22749,3554601.055213796
22750,5018541.916724178
22751,3603390.6395824035
22752,5117211.396931485
22753,3276013.5193926347
22754,4160328.471781183
22755,3557195.103899684
22756,4208083.049730848
22757,4685199.133434066
22758,4066005.5404914226
22759,4609641.201722472
22760,4088155.0748262512
22761,5050124.807917235
22762,4568137.920202229
22763,4060660.817326037
22764,3202001.3800330535
22765,3921967.507796672
22766,4381044.63511471
22767,4572094.444194235
22768,4623027.03061856
22769,3464582.7881007325
22770,3943108.7744140336
22771,3939219.038617959
22772,4015652.0691975085
22773,4960242.285377389
22774,5073360.359562847
22775,3594524.935902497
22776,4029795.9126998875
22777,4173713.5818967465
22778,5048055.643473703
22779,3856425.8409606228
22780,4115614.3258205676
22781,4376728.718681242
22782,3263054.2644042443
22783,4074322.1064454224
22784,3875824.857920755
22785,5996126.023059111
22786,3987699.8451229106
22787,4682341.901142824
22788,3937077.5987081695
22789,5085462.597051005
22790,4196702.582552854
22791,4681160.268170059
22792,3516343.3957432257
22793,4208743.0222530775
22794,4248123.494340445
22795,4959234.0804385
22796,4271616.947632674
22797,4642179.370484193
22798,4125237.065903494
22799,5009185.976984834
22800,5155193.537962984
22801,4192778.0464687073
22802,4772878.607850899
22803,3423445.502051796
22804,3358286.5874878806
22805,5131364.124127595
22806,4191322.361019833
22807,5386357.015773817
22808,5170180.523734649
22809,5077466.906106336
22810,3169338.5661514867
22811,4257669.093644388
22812,3957537.0673640133
22813,4125174.311456521
22814,3960443.572498312
22815,3167593.0049213637
22816,5010756.160583444
22817,5476324.008084462
22818,4160070.4437865037
22819,4090072.3103371398
22820,4820685.627131456
22821,3559624.6391939716
22822,3495951.8245150093
22823,3468720.7761034034
22824,3267050.5528475596
22825,3989631.41593436
22826,4542724.065453814
22827,4254820.04545525
22828,4593762.01413031
22829,3315405.043762045
22830,3480281.919877476
22831,4337811.520408223
22832,4621687.2436733665
22833,3505103.20745317
22834,4993648.67721368
22835,3917303.268379037
22836,4196228.786227881
22837,4677874.082528647
22838,3943243.107350346
22839,3217238.955877956
22840,4159370.6176964715
22841,5036055.42224556
22842,3931392.6284919633
22843,3097358.7942493055
22844,4722381.045854705
22845,4641364.936661166
22846,4675282.423516064
22847,5776077.7367193885
22848,3897635.760054737
22849,4503784.679838091
22850,4153379.26664135
22851,4195111.61725848
22852,3648792.486429435
22853,4434894.594647336
22854,4190693.8230688027
22855,4671742.755020567
22856,3620349.9112985516
22857,4570542.879525942
22858,4703710.43945059
22859,3692922.3151397277
22860,3971886.9966436136
22861,4225881.030243091
22862,5922966.279452883
22863,4167257.576176757
22864,4612822.4410975715
22865,3123687.1342805447
22866,4325533.197398893
22867,5924418.507109502
22868,4764414.889490498
22869,4778976.525714992
22870,3880668.5787676983
22871,4616554.606849472
22872,4896354.764860019
22873,3124982.55944972
22874,4944304.532317962
22875,3928703.3510342194
22876,3541159.5937782833
22877,4370927.514850247
22878,3932564.388353871
22879,5664992.077454803
22880,3319322.5252725026
22881,3971989.292299307
22882,4900362.710247975
22883,4783676.563348434
22884,4622202.929822065
22885,3886635.3627905035
22886,3887201.7532069813
22887,4142436.6846571607
22888,5657802.659192019
22889,5913830.032069237
22890,3567894.581845614
22891,4070544.9993971093
22892,5492827.856524251
22893,4377394.3468194455
22894,4715672.761960166
22895,5082604.348194107
22896,4404943.427013639
22897,4681305.779305681
22898,3277106.202930744
22899,5340138.698048226
22900,5048992.803796074
22901,4533796.016723761
22902,3730521.1207260713
22903,3954206.689492257
22904,3816136.798190986
22905,4375339.057201574
22906,3213992.5676395046
22907,4053679.9206868894
22908,3257020.742591884
22909,4003651.675574242
22910,4665955.144078176
22911,4322994.612273499
22912,3920618.2902813843
22913,3907029.595482644
22914,4949397.818832755
22915,4158231.7975169555
22916,3862868.734782994
22917,4964629.309534516
22918,5114002.7733234195
22919,4971615.048166548
22920,5218530.598972261
22921,4343091.876101311
22922,4996627.47429276
22923,3935948.7477486585
22924,3312786.735500212
22925,4602525.163261599
22926,4679095.056492401
22927,3914881.4967798986
22928,4826451.4716872005
22929,4084335.6888304814
22930,3605793.9131608927
22931,4308896.662148333
22932,3856449.038652378
22933,5375447.445288672
22934,4561961.544935617
22935,3867238.470131286
22936,4195686.809557089
22937,3865699.8881397313
22938,5009404.408880665
22939,4282171.3638093835
22940,4644405.81456819
22941,4777838.823716124
22942,5070582.666985238
22943,5050644.571231787
22944,5783132.897049702
22945,4512912.736689273
22946,4453976.810924389
22947,5573471.838815061
22948,6044689.46562889
22949,3916628.747798856
22950,3636436.398109206
22951,3700482.1763627892
22952,3575374.5572736724
22953,5180942.617522181
22954,3933855.217475794
22955,4675886.551322067
22956,4228646.650470514
22957,3683399.6185972895
22958,4912040.502317039
22959,4969047.960168674
22960,4646824.425868983
22961,3899475.9516112567
22962,3088204.9463727707
22963,4016912.9772227216
22964,3607191.070539913
22965,4001818.688226317
22966,4423760.338135132
22967,5109994.826401727
22968,4780208.88658638
22969,4045594.332146749
22970,4374801.065054784
22971,4610198.133607679
22972,4641496.6234812215
22973,4347433.096537876
22974,4378038.48324456
22975,4546062.142346836
22976,4543480.648024393
22977,4283173.423958501
22978,3920499.7538081887
22979,4978156.301792057
22980,3578806.7710765833
22981,3098146.2937824987
22982,3902738.6045477176
22983,3486083.7278254405
22984,4330183.1490613585
22985,4056075.666171318
22986,5147063.849035425
22987,4660932.961611551
22988,3086724.5491522993
22989,3934750.449679112
22990,4033742.0501407282
22991,3554790.7992515936
22992,4496378.039394083
22993,4198241.945160807
22994,4207057.883829264
22995,4220345.566750661
22996,4271647.240113506
22997,4615151.63405693
22998,4190294.4086051653
22999,3682250.412307077
23000,3865173.543294887
23001,4006991.1364000984
23002,3275731.8583832756
23003,4693324.270695469
23004,5117826.146631552
23005,3595813.836970907
23006,3531785.1769169457
23007,4643550.896506688
23008,4600973.942893917
23009,3956038.299753784
23010,3932509.8353901063
23011,3262198.9521539467
23012,3559728.114515225
23013,3530697.956966875
23014,3230920.5594308088
23015,4762275.700497991
23016,4026565.273326974
23017,4825991.863690796
23018,4601825.448947923
23019,3684599.937417298
23020,3417481.0347379697
23021,4921221.316329013
23022,3599040.1939679785
23023,4229230.353507292
23024,3890425.952165396
23025,4797004.962955355
23026,3570985.905474666
23027,4502698.336856924
23028,3650593.9578619245
23029,3884667.4654657906
23030,3219901.382343415
23031,4571974.925306931
23032,3245452.0478164605
23033,4637480.984434466
23034,3938898.5631292993
23035,3501345.054055772
23036,3548508.050304969
23037,5256244.408734963
23038,4407549.341518588
23039,4139809.934540597
23040,4355194.467442618
23041,4523944.449903608
23042,4165868.613507154
23043,3221191.760779015
23044,5906153.226165414
23045,3094199.2296023928
23046,3726512.537010168
23047,4802334.753838848
23048,5009224.349780895
23049,3493279.654242989
23050,5424547.845886349
23051,3278140.8245779765
23052,4168370.24355996
23053,4635238.762890699
23054,5883692.73364574
23055,4715170.347508282
23056,5530947.451251581
23057,3634110.1401464585
23058,4694499.753860393
23059,4861044.783586336
23060,4939567.160410762
23061,4233689.805046821
23062,3493850.822207707
23063,5792757.441815459
23064,3644859.7765354724
23065,4223793.55250007
23066,4552287.113661165
23067,3773857.421393378
23068,5036271.099564758
23069,5016395.354003171
23070,4620156.17975398
23071,3889239.4821070656
23072,4747880.661964518
23073,3136440.483172263
23074,4571680.167931567
23075,4008247.5437563425
23076,4631478.97697863
23077,4182810.3572215703
23078,5321940.427046213
23079,3991040.281051523
23080,4520409.900582042
23081,3872672.160012802
23082,4233162.599250844
23083,4209022.843423116
23084,3876923.86464451
23085,4591467.836615056
23086,4541777.989807921
23087,5723968.47399139
23088,4726082.651516761
23089,4969688.516141757
23090,4097793.7057506926
23091,5120643.98750419
23092,4232541.431502785
23093,4490110.809687962
23094,5095193.974601024
23095,4701078.365454833
23096,3976537.1546211946
23097,4154164.599292944
23098,4341516.988246239
23099,3594518.8530195565
23100,4195607.148363764
23101,3889738.226866143
23102,4239124.3745494755
